core,channel,dense_block_fraction_0.080,dense_block_fraction_0.200,max,max_block_density_0.080,max_block_density_0.200,mean,mean_block_density_0.080,mean_block_density_0.200,mean_intensity_per_pixel,median,p99,pos_fraction_0.080,pos_fraction_0.200,pos_mean_0.080,pos_mean_0.200,pos_p95_0.080,pos_p95_0.200,speckle_index,speckle_score,std,total_intensity
core_166,9,0.0,0.0,0.22621500492095947,0.1318359375,0.0029296875,0.004799764137715101,0.00035762786865234375,9.5367431640625e-07,0.004799764137715101,0.003570611122995615,0.02713054046034813,0.00035762786865234375,9.5367431640625e-07,0.10143502801656723,0.20961318910121918,0.14560844004154205,0.22378195822238922,101436.02801656723,0.10239839439582232,0.005032118409872055,20131.669921875
core_166,10,0.0,0.0,0.11279468983411789,0.0419921875,0.0,0.003046592464670539,5.698204040527344e-05,0.0,0.003046592464670539,0.002563515678048134,0.014312963001430035,5.698204040527344e-05,0.0,0.09056292474269867,0.0,0.10484474152326584,0.0,90563.92474269867,0.09155770730042136,0.002855940954759717,12778.3349609375
core_166,11,0.0,0.0,0.532433032989502,0.0732421875,0.0146484375,0.00359003315679729,3.266334533691406e-05,7.152557373046875e-06,0.00359003315679729,0.003036545356735587,0.013824674300849438,3.266334533691406e-05,7.152557373046875e-06,0.16164539754390717,0.306353360414505,0.39203765988349915,0.49620431661605835,161646.39754390717,0.16264008500111973,0.002813848899677396,15057.6904296875
core_166,12,0.0,0.0,1.0,0.201171875,0.189453125,0.0034571513533592224,0.00042438507080078125,0.00029754638671875,0.0034571513533592224,0.0030518043786287308,0.008453498594462872,0.00042438507080078125,0.00029754638671875,0.45697158575057983,0.5958855748176575,0.9460097551345825,0.9565102458000183,456972.58575057983,0.4577772294467363,0.011400834657251835,14500.34375
core_166,13,0.014892578125,0.00048828125,0.9992218017578125,0.888671875,0.3828125,0.027995672076940536,0.037580013275146484,0.006554365158081055,0.027995672076940536,0.022552834823727608,0.1580987274646759,0.037580013275146484,0.006554365158081055,0.15668417513370514,0.3624236285686493,0.40121927857398987,0.7502555847167969,10.520317805343042,0.15175840173889998,0.03797737881541252,117422.359375
core_166,14,0.0,0.0,0.5427939295768738,0.2080078125,0.08203125,0.0027983321342617273,0.0004534721374511719,0.0002200603485107422,0.0027983321342617273,0.0025787746999412775,0.00807202234864235,0.0004534721374511719,0.0002200603485107422,0.22309911251068115,0.3212614953517914,0.4370015859603882,0.460440993309021,223100.11251068115,0.22399748980713002,0.005663447547703981,11737.0556640625
core_166,15,0.0,0.0,0.6488898992538452,0.1630859375,0.1484375,0.00409168004989624,0.0003657341003417969,0.000164031982421875,0.00409168004989624,0.0036011291667819023,0.014496071264147758,0.0003657341003417969,0.000164031982421875,0.2752630114555359,0.46954265236854553,0.6276242136955261,0.6309124827384949,275264.0114555359,0.2761619726515835,0.00715740118175745,17161.75
core_166,16,0.0,0.0,0.08537422865629196,0.001953125,0.0,0.0030596754513680935,4.76837158203125e-07,0.0,0.0030596754513680935,0.0030518043786287308,0.006164644844830036,4.76837158203125e-07,0.0,0.08419165015220642,0.0,0.08525597304105759,0.0,84192.65015220642,0.08519160952966207,0.0012148953974246979,12833.208984375
core_166,17,0.0,0.0,0.1586022675037384,0.0810546875,0.0,0.003932390362024307,9.775161743164062e-05,0.0,0.003932390362024307,0.0031433585099875927,0.02195773273706436,9.775161743164062e-05,0.0,0.08736611902713776,0.0,0.11428549140691757,0.0,87367.11902713776,0.0883574810960767,0.0038358464371412992,16493.640625
core_166,18,0.0,0.0,0.24229800701141357,0.2978515625,0.0087890625,0.010814407840371132,0.001415252685546875,2.384185791015625e-06,0.010814407840371132,0.0053864349611103535,0.05732814595103264,0.001415252685546875,2.384185791015625e-06,0.09469891339540482,0.21560998260974884,0.12584878504276276,0.24048523604869843,94699.91339540482,0.09556347525121806,0.012246661819517612,45358.9140625
core_166,19,0.000244140625,0.0,0.9532921314239502,0.4765625,0.197265625,0.005290800239890814,0.007088422775268555,0.0010530948638916016,0.005290800239890814,0.003128099488094449,0.062775619328022,0.007088422775268555,0.0010530948638916016,0.14459379017353058,0.2905038893222809,0.2930876612663269,0.4904767572879791,589.8442584680959,0.14456175983532685,0.014896386303007603,22191.224609375
core_167,0,0.03515625,0.0,0.43706417083740234,0.8203125,0.28125,0.013504242524504662,0.04484748840332031,0.006139993667602539,0.013504242524504662,0.003570611122995615,0.1746700257062912,0.04484748840332031,0.006139993667602539,0.14082399010658264,0.23970076441764832,0.24505989253520966,0.30140841007232666,4.005574671129927,0.13546354035496505,0.03158608451485634,56640.8984375
core_167,1,0.0,0.0,0.22798503935337067,0.1142578125,0.0009765625,0.008235104382038116,8.225440979003906e-05,2.384185791015625e-07,0.008235104382038116,0.0027466239407658577,0.03942931443452835,8.225440979003906e-05,2.384185791015625e-07,0.09495656937360764,0.22798503935337067,0.12443731725215912,0.22798503935337067,94957.56937360764,0.09594867652262834,0.00843031145632267,34540.53125
core_167,2,0.0,0.0,0.08921950310468674,0.0087890625,0.0,0.0031170283909887075,2.1457672119140625e-06,0.0,0.0031170283909887075,0.0031433585099875927,0.004257267341017723,2.1457672119140625e-06,0.0,0.08367200195789337,0.0,0.0891706719994545,0.0,83673.00195789337,0.0846718202714878,0.0007683985168114305,13073.7646484375
core_167,3,0.0,0.0,0.3662470579147339,0.1669921875,0.0283203125,0.0032532596960663795,0.0003657341003417969,2.4557113647460938e-05,0.0032532596960663795,0.0030975814443081617,0.010070954449474812,0.0003657341003417969,2.4557113647460938e-05,0.12015341222286224,0.24916134774684906,0.21328984200954437,0.33570611476898193,120154.41222286224,0.12110910228863958,0.00349415373057127,13645.16015625
core_167,4,0.0,0.0,0.21690699458122253,0.1318359375,0.001953125,0.00334205012768507,0.00026798248291015625,4.76837158203125e-07,0.00334205012768507,0.0030670634005218744,0.011734187602996826,0.00026798248291015625,4.76837158203125e-07,0.09862252324819565,0.21293964982032776,0.14137102663516998,0.21651026606559753,98623.52324819565,0.09959582615706182,0.0034803745802491903,14017.57421875
core_167,5,0.0,0.0,0.012314030900597572,0.0,0.0,0.0029357406310737133,0.0,0.0,0.0029357406310737133,0.003036545356735587,0.003524834057316184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0004840872425120324,12313.388671875
core_167,6,0.0,0.0,0.21954680979251862,0.1796875,0.005859375,0.003872992005199194,0.00048065185546875,1.430511474609375e-06,0.003872992005199194,0.0030518043786287308,0.024155031889677048,0.00048065185546875,1.430511474609375e-06,0.10095276683568954,0.20767275989055634,0.14391927421092987,0.2173609584569931,100953.76683568954,0.1019037630491398,0.004596521146595478,16244.505859375
core_167,7,0.0,0.0,0.018570229411125183,0.0,0.0,0.0028265805449336767,0.0,0.0,0.0028265805449336767,0.003036545356735587,0.0037689784076064825,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0007786734495311975,11855.5380859375
core_167,8,0.0,0.0,0.0474708154797554,0.0,0.0,0.004009774886071682,0.0,0.0,0.004009774886071682,0.00334172579459846,0.01281757839024067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0020231539383530617,16818.21484375
core_167,9,0.0,0.0,0.11958495527505875,0.0302734375,0.0,0.0030409295577555895,2.9325485229492188e-05,0.0,0.0030409295577555895,0.002990768291056156,0.004272526130080223,2.9325485229492188e-05,0.0,0.09050236642360687,0.0,0.11123064160346985,0.0,90503.36642360687,0.09149968307231185,0.0017256609862670302,12754.5830078125
core_167,10,0.0,0.0,0.21586938202381134,0.150390625,0.0048828125,0.003463791450485587,6.723403930664062e-05,1.1920928955078125e-06,0.003463791450485587,0.002990768291056156,0.013962005265057087,6.723403930664062e-05,1.1920928955078125e-06,0.11257229000329971,0.20878615975379944,0.1810261309146881,0.21498741209506989,112573.29000329971,0.11356465407948949,0.002684368984773755,14528.1943359375
